,time,pelvis_list,pelvis_rotation,pelvis_tilt,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,pelvis_ty,lumbar_bending,lumbar_rotation,lumbar_extension
1147.000,11.590,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
1148.000,11.600,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
1149.000,11.610,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
1150.000,11.620,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
1151.000,11.630,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
1152.000,11.640,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
1153.000,11.650,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
1154.000,11.660,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
1155.000,11.670,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
1156.000,11.680,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
1157.000,11.690,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
1158.000,11.700,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
1159.000,11.710,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
1160.000,11.720,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
1161.000,11.730,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
1162.000,11.740,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
1163.000,11.750,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
1164.000,11.760,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
1165.000,11.770,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
1166.000,11.780,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
1167.000,11.790,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
1168.000,11.800,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
1169.000,11.810,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
1170.000,11.820,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
1171.000,11.830,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
1172.000,11.840,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
1173.000,11.850,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
1174.000,11.860,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
1175.000,11.870,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
1176.000,11.880,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
1177.000,11.890,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
1178.000,11.900,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
1179.000,11.910,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
1180.000,11.920,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
1181.000,11.930,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
1182.000,11.940,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
1183.000,11.950,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
1184.000,11.960,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
1185.000,11.970,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
1186.000,11.980,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
1187.000,11.990,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
1188.000,12.000,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
1189.000,12.010,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
1190.000,12.020,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
1191.000,12.030,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
1192.000,12.040,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
1193.000,12.050,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
1194.000,12.060,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
1195.000,12.070,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
1196.000,12.080,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
1197.000,12.090,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
1198.000,12.100,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
1199.000,12.110,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
1200.000,12.120,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
1201.000,12.130,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
1202.000,12.140,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
1203.000,12.150,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
1204.000,12.160,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
1205.000,12.170,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
1206.000,12.180,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
1207.000,12.190,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
1208.000,12.200,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
1209.000,12.210,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
1210.000,12.220,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
1211.000,12.230,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
1212.000,12.240,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
1213.000,12.250,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
1214.000,12.260,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
1215.000,12.270,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
1216.000,12.280,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
1217.000,12.290,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
1218.000,12.300,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
1219.000,12.310,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
1220.000,12.320,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
1221.000,12.330,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
1222.000,12.340,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
1223.000,12.350,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
1224.000,12.360,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
